countryname,countrycode,continent,gdpcap,bsc_fem,bsc_mal,bsc_tot,popdens,urbpop,co2intens,forest,natresource,femparl,drinkwater,sanitation,healthexp,healthexpcap,doctors,nurses,lifexp_fem,lifexp_tot,lifexp_mal,infmort_tot,infmort_mal,infmort_fem,suicide_mal,suicide_fem,popgrowth,birthrate,deathrate,oldagedep,sexratio,totpop,tfr,contracep,hiv,internet,mobiles,gini,top10p,povrat,povgap215,povgap685,povgap365,hom_tot,hom_fem,hom_mal,armyexp,ptemp_fem,ptemp_mal,ptemp_tot,femmanage,emprat_fem,emprat_mal,emprat_tot,emp_serv,emp_indu,emp_agri,lfp_fem,lfp_mal,unemploy
Russian Federation,RUS,Europe,9958.4609,,,,8.8176956,74.586998,1.1656049,49.784336,12.994998,15.777778,76.007706,60.654217,5.6484914,1704.0397,,,78.169998,73.0839,68.239998,4.6999998,5.1999998,4.1999998,43.599998,9.1000004,-.049568664,10.1,12.3,22.6126,1.057,144406256,1.5039999,,,22.524923,164.38763,37.700001,30.200001,,0,.80000001,.1,7.6793218,3.7319858,12.245029,3.8321157,,,,42,52.916,67.269997,59.410999,67.379997,26.790001,5.8299999,68.970001,79.370003,4.5
Rwanda,RWA,Africa,885.63806,,,,511.83374,17.313,.11893162,11.147142,3.7767811,61.25,12.05466,,6.4106674,145.73892,.1182,.94800001,71.132004,69.024002,66.820999,31.1,34.099998,28,8.1999998,3,2.6073136,31.249001,5.1230001,5.2936249,1.026,12626938,3.99,,2.5999999,.070365369,76.491539,,,,,,,,,,1.2396451,48.560001,43.389999,45.759998,,82.962997,82.055,82.523003,29.08,8.6300001,62.290001,84.400002,83.739998,1.098
Samoa,WSM,Oceania,4504.9194,,,,70.896759,18.056,.33788043,58.327339,.23964901,10,46.230122,47.698788,6.3630939,433.19247,,3.4398999,75.463997,73.320999,71.323997,15,16.5,13.4,18,6.6999998,.49081913,24.1,5.2020001,8.6240387,1.08,197093,3.8299999,,,.85846055,42.61861,,,,,,,,,,,,,,,28.191999,50.444,39.687,44.91,24.889999,30.209999,33.540001,58.169998,8.4060001
San Marino,SMR,Europe,44552.184,,,,564.40002,97.367996,,16.666666,0,25,100,70.371498,6.3900852,4057.1619,,,,,,1.6,1.8,1.5,,,.23651856,6.6999998,7.1999998,,,33864,,,,32.725929,114.44182,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,Africa,1672.8961,,,,224.00833,73.598,.41695279,54.708332,2.0467949,14.545455,35.828339,33.535912,5.5297623,226.80826,,,72.814003,70.385002,67.980003,13.5,15,11.9,2.2,.80000001,1.8851478,31.152,4.7610002,5.3927674,1.03,215048,4.2670002,46,.60000002,.76352209,77.078064,,,,,,,,,,,,,,,30.427999,63.215,46.715,62.919998,17.940001,19.139999,43.599998,76.169998,14.144
Saudi Arabia,SAU,Asia,19817.811,,,,15.941149,84.065002,.77125466,.45448413,25.171154,19.86755,,57.848873,5.6882877,2789.5598,,5.8174,76.759003,75.133003,73.934998,6.3000002,6.4000001,6.0999999,8.8999996,2,1.6647767,17.297001,3.5050001,4.7585506,1.03,34268528,2.2750001,24.4,,19.848967,120.51475,,,,,,,.83166689,,,7.812685,,,,,21.023001,78.446999,55.487999,72.790001,24.799999,2.4100001,23.309999,80.709999,5.6729999
Senegal,SEN,Africa,1384.397,,,,84.643234,47.653,.47073144,42.113747,2.7687538,41.81818,,23.764269,4.1322694,144.80397,.088100001,.54040003,69.917999,67.941002,65.757004,29.799999,33.200001,26.200001,9.1999998,3,2.7499621,33.952,5.5960002,5.7313762,1.036,16296362,4.5560002,25.5,.30000001,.93301183,109.72137,,,,,,,,,,1.5134792,75.32,56.919998,63.849998,21,33.542,55.671001,44.019001,56.779999,13.12,30.1,36.439999,58.889999,2.8599999
Serbia,SRB,Europe,6567.9097,16.288589,14.66973,15.51527,79.410416,56.259998,1.0073292,31.125315,1.2266693,37.651821,75.005241,18.229486,8.6720648,1686.0693,,,78.599998,75.936584,73.400002,4.9000001,5.4000001,4.4000001,16.6,6.3000002,-.53661001,9.3000002,14.6,28.516306,1.068,6945235,1.52,21.299999,.1,23.442459,122.04774,34.5,26,31.700001,1.2,4.5999999,2,1.0259651,.648076,1.4194484,2.2161057,23.24,17.709999,20.16,33.599998,41.849998,56.5,48.953999,56.959999,27.43,15.61,61.029999,74.150002,10.39
Seychelles,SYC,Africa,16989.959,,,,212.22826,57.118999,.36777014,73.260872,.1037323,21.212122,,,5.1902914,1468.7208,,,78.400002,74.046341,69.900002,12.3,13.1,11.4,14.4,1.4,.88792527,16.4,8.1000004,11.402065,1.0599999,97625,2.3599999,,,27.59799,198.15222,,,,,,,10.231121,,,1.3353612,10.1,10.35,10.27,47.299999,,,,,,,,,
Sierra Leone,SLE,Africa,649.76031,,,,108.24615,42.484001,.1772801,35.392216,7.4788413,12.328767,10.261514,13.781752,8.7497663,156.99834,,,55.494999,54.695999,53.853001,82.400002,88.800003,75.800003,8.3000002,5.0999999,2.1090381,32.879002,11.512,5.2331743,1.018,7813207,4.1690001,20.9,1.5,,86.133606,,,,,,,,,,.73496771,,,,,54.667999,53.212002,53.943001,38.759998,6.7600002,54.490002,59.220001,58.389999,4.6490002
Singapore,SGP,Asia,61340.168,30.7934,34.09547,32.369652,7965.8784,100,.13542643,21.997208,.00016144764,23,100,100,4.0815291,4102.2734,,,85.900002,83.595123,81.400002,2,2.0999999,1.8,15,7.0999999,1.1442833,8.8000002,5,16.46373,1.073,5703569,1.14,,.2,25.911659,155.6474,,,,,,,.20674175,.25306234,.16456972,2.8653469,15.17,8.1099997,11.44,,60.192001,76.182999,68.583,84.410004,15.55,.029999999,69.720001,84.169998,3.0999999
Sint Maarten (Dutch part),SXM,North America,,,,,1223.7646,100,,10.882353,,,,,,,,,,,,,,,,,1.7284651,,,,,41608,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,Europe,18167.484,24.59314,20.974091,22.85792,113.439,53.729,.31366017,40.056156,.25454423,20,99.186134,81.930984,6.9586463,2267.0886,,,81.199997,77.665855,74.300003,4.8000002,5.1999998,4.3000002,21.200001,3.4000001,.13532807,10.5,9.8000002,23.678473,1.05,5454147,1.5700001,,.1,29.146954,135.59679,23.200001,18.799999,16.4,0,.60000002,.1,1.3927035,.53561884,2.0327399,1.7152261,27.049999,19.190001,22.74,33.299999,49.201,63.834999,56.257999,61.119999,36.09,2.79,66.480003,78.889999,5.75
Slovenia,SVN,Europe,24071.283,24.23929,18.703581,21.5091,103.71194,54.821999,.27053854,61.573071,.23410542,27.777779,98.274323,70.389114,8.5238647,3629.0144,,,84.5,81.529266,78.699997,1.8,2,1.7,31.4,8.3000002,.69630402,9.3000002,9.8999996,31.195896,1.056,2088385,1.61,,.1,30.208923,120.84642,24.4,20.700001,14.4,0,0,0,.48108053,.38315278,.57988721,1.0573941,35.18,23.540001,28.879999,40.5,50.615002,60.459999,55.486,61.610001,34.099998,4.2800002,72.169998,77.919998,4.4499998
Solomon Islands,SLB,Oceania,2289.5288,,,,23.930725,24.209999,.2347457,90.164345,19.733934,4.0816326,,,4.7736239,131.09265,,,74.865997,72.996002,71.300003,17.1,18.700001,15.5,27,1.9,2.5653927,31.955999,4.2319999,6.4561687,1.063,669821,4.3610001,,,.15601136,71.379456,,,,,,,,,,,,,,,83.233002,87.290001,85.276001,50.610001,12.13,37.259998,83.980003,86.669998,.755
Somalia,SOM,Africa,446.85422,,,,24.616486,45.554001,.099989459,9.6546526,14.053339,24.363636,,30.620275,,,,,59.132,57.396999,55.724998,74.800003,80.300003,68.800003,12,3.8,2.8551354,41.584999,10.669,5.6951113,1.03,15442906,5.9780002,.89999998,.1,.63459563,53.273655,,,,,,,,,,,3.6199999,5.9099998,5.46,27.700001,15.963,39.541,27.622999,17.309999,2.4100001,80.279999,23.059999,76.279999,18.827999
South Africa,ZAF,Africa,6125.7354,2.5787799,10.4878,8.0177603,48.271988,66.856003,1.2256057,14.085096,3.7430861,46.347607,,,9.109355,1187.3295,.79229999,,67.679001,64.130997,60.726002,26.299999,28.4,24.200001,37.599998,9.8000002,1.316292,20.129,9.3979998,8.2528973,1.031,58558268,2.381,,18.6,2.1352339,165.59995,,,,,,,36.416721,,,.97805738,17.809999,10.62,13.85,33.299999,33.667999,45.699001,39.535,72.410004,22.309999,5.2800002,54.07,66.309998,28.469999
South Sudan,SSD,Africa,,,,,17.505283,19.899,,11.325622,,28.45953,,,6.0421386,62.992046,,,59.382999,57.846001,56.351002,63.299999,68.400002,58.5,5.6999998,2,.78219706,34.653,10.342,6.1334953,1.04,11062114,4.619,,2,.001807973,20.086281,,,,,,,,,,3.5581849,,,,,62.852001,66.463997,64.646004,23.23,16.389999,60.380001,73.07,74.519997,12.226
Spain,ESP,Europe,28101.527,,,,94.350807,80.565002,.18117702,37.167721,.040505547,44,99.584641,95.665497,9.1321316,3983.9309,,,86.699997,83.831711,81.099998,2.7,3,2.5,11.4,4.1999998,.71771562,7.5999999,8.8000002,29.871122,1.064,47134836,1.23,,.30000001,33.413925,118.4398,34.299999,24.9,25.299999,.60000002,1.2,.69999999,.71250093,.52994317,.90154248,1.2334387,40.459999,21.15,29.969999,33.700001,44.264999,55.533001,49.752998,75.540001,20.43,4.0300002,69.239998,79.050003,14.1
Sri Lanka,LKA,Asia,4228.1494,,,,352.4317,18.584999,.25795582,34.206711,.076329209,5.3333335,,,4.0797968,569.573,1.1539,2.2604001,80.261002,76.977997,73.596001,6.1999998,6.8000002,5.5,22.299999,6.1999998,.61187595,15.544,6.75,16.62273,1.041,21803000,2.188,,.1,7.8143773,132.96259,,,16,,,,3.4796908,2.2452013,4.8175511,2.0111215,33.82,19.870001,24.66,25.6,30.653999,69.375,48.928001,47.150002,27.870001,24.98,37.580002,79.129997,4.3499999
St. Kitts and Nevis,KNA,North America,20472.385,,,,203.20769,30.799,.23113094,42.307693,0,13.333333,,,5.3963284,1506.5057,,,,,,12.9,14.2,11.6,,,.75234038,11.2,,,,52834,,,,38.579784,123.47652,,,,,,,22.712646,,,,,,,,,,,,,,,,
St. Lucia,LCA,North America,10914.503,,,,299.66394,18.754,.27066091,34.049179,.010352512,16.666666,,,4.3246074,697.71027,,,77.580002,76.203003,74.850998,21.6,23.4,19.6,14.3,1.7,.49631977,11.839,7.263,13.985651,1.03,182795,1.424,,,8.6355925,80.852341,,,,,,,25.164803,0,51.09919,,8.2600002,9.4799995,8.9099998,,54.053001,63.860001,58.853001,75.339996,14.69,9.9700003,76.370003,82.029999,15.32
St. Martin (French part),MAF,North America,,,,,760.03998,,,24.799999,,,96.699295,,,,,,83.199997,79.973167,76.900002,,,,,,1.9611077,14.5,4.4000001,,,38002,1.8099999,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,North America,7792.1577,,,,283.57181,52.613998,.30170879,73.179489,.020080328,13.043478,,,4.7529125,620.29852,,,75.130997,72.533997,70.289001,13.4,14.5,12.2,1.3,.60000002,.34691593,14.087,9.3360004,14.310006,1.03,110593,1.872,,,19.635769,87.145195,,,,,,,17.180111,0,33.869904,,,,,,44.347,59.942001,52.27,70.040001,19.879999,10.08,63.900002,84.230003,19.280001
Sudan,SDN,Africa,1969.1201,,,,22.919292,34.936001,.24458984,9.9206152,10.699583,,,,4.573566,204.53532,,,67.186996,65.310997,63.466999,41,45.400002,36.099998,4.9000001,2.8,2.3914342,31.826,7.1170001,6.4523525,1.04,42813236,4.3470001,,.2,.076523058,77.112038,,,,,,,,,,1.6446211,,,,,21.124001,60.091,40.396999,44.810001,16.82,38.369999,30.6,69.150002,17.653999
Suriname,SUR,South America,9035.1973,,,,3.726686,66.095001,.50449967,97.490578,7.5990767,31.372549,55.534252,25.36006,9.7369957,1680.192,,,75.063004,71.681999,68.468002,16.200001,18.1,14.1,38.799999,11.8,.92902559,18.295,7.3930001,10.617145,1.072,581363,2.3940001,,1.3,13.831076,139.98679,,,,,,,5.1602869,2.4212406,7.8698397,,,,,,40.348,63.041,51.625999,67.589996,24.33,8.0799999,43.889999,69.519997,8.04
Sweden,SWE,Europe,53490.352,29.037889,21.047501,25.07959,25.237665,87.708,.063657045,68.699059,.38235393,47.277939,99.751472,94.917816,10.867493,6222.6592,,,84.800003,83.109756,81.5,2.2,2.4000001,2,19.9,9.5,1.0137223,11.1,8.6000004,32.486145,1.0599999,10278887,1.71,,,40.240856,128.4911,29.299999,22.700001,18.799999,.2,.40000001,.30000001,1.1059753,.49892291,1.7112395,1.0989431,55.689999,40.310001,47.619999,41.900002,56.931999,63.152,60.028999,79.889999,18.42,1.6900001,81.25,84.949997,6.8299999
Switzerland,CHE,Europe,88413.195,,,,217.00763,73.848999,.049303066,32.029282,.0086042769,41.5,94.248154,99.638626,11.291481,8532.4961,,,85.800003,83.904877,82.099998,3.5999999,3.8,3.3,20.200001,9,.71331364,10,7.9000001,28.447025,1.052,8575280,1.48,,.2,46.820499,126.71616,,,,,,,.53542155,.60036486,.46941072,.69925076,61.75,30.389999,45.040001,32.5,60.005001,70.612999,65.235001,77.07,20.34,2.5899999,80.099998,88.239998,4.3899999
Syrian Arab Republic,SYR,Asia,,,,,92.959389,54.820999,,2.8431084,3.1388214,13.2,,,,,,,78.102997,72.696999,67.941002,18.4,20.200001,16.5,3.2,.69999999,.73538059,23.219999,5.112,7.3024869,1.05,17070132,2.7709999,,.1,8.73071,113.57616,,,,,,,,,,,,,,,13.114,67.733002,40.269001,66.690002,23.190001,10.13,15.76,77.889999,8.7729998
Tajikistan,TJK,Asia,1174.0817,,,,67.15918,27.309,.86077374,3.046329,5.1338639,19.047619,55.21331,,7.1052938,250.76889,,,73.389,71.097,68.934998,29.200001,32.799999,25.4,5.6999998,2.8,2.3904901,30.038,4.7670002,5.1567631,1.0650001,9321023,3.556,,.2,.064370655,117.95922,,,,,,,,,,1.0383297,,,,,29.058001,46.946999,37.971001,39.490002,15.79,44.720001,30.66,52.279999,7.0609999
Tanzania,TZA,Africa,1071.3501,,,,65.483696,34.5,.20640418,52.172047,3.5404429,36.895676,,26.238277,3.8276932,99.348747,,,67.233002,65.456001,63.643002,35.799999,38.799999,32.599998,6.5999999,2,2.9603863,36.335999,6.2540002,4.8949456,1.03,58005460,4.8319998,,4.8000002,1.7923398,82.208176,,,,,,,,,,1.0177668,,,,,77.935997,86.112999,81.983002,28.440001,6.4699998,65.089996,81.099998,87.949997,2.2219999
Thailand,THA,Asia,6612.2275,17.475901,13.64308,15.62793,136.28291,50.692001,.58015096,38.96925,1.6676503,16.200001,,25.607815,3.7891209,731.30957,.9188,3.1522,80.900002,77.150002,73.459999,7.6999998,8.5,6.9000001,15,2.9000001,.28352594,10.168,7.7859998,17.530329,1.062,69625584,1.5140001,71.300003,1.2,14.518828,186.15858,34.900002,27.200001,,0,2.5,.1,,,,1.3527079,17.6,16.889999,17.219999,31,58.585999,74.980003,66.477997,45.73,22.84,31.43,66.809998,81.839996,.72000003
Timor-Leste,TLS,Asia,1466.8148,,,,86.96167,30.947001,.3268719,62.037659,44.697262,38.46154,,,7.1585059,220.30516,.7687,1.7555,71.635002,69.495003,67.491997,37.700001,40.900002,34.099998,5.3000002,2,1.9636763,29.284,5.9429998,7.3372612,1.05,1293120,3.9430001,,.2,.0066505871,110.21848,,,,,,,,,,1.2321415,,,,,58.047001,70.374001,64.251999,44.400002,16.32,39.279999,62.110001,72.730003,4.5050001
Togo,TGO,Africa,630.79053,,,,148.6001,42.248001,.46486306,22.287737,4.320878,16.483517,19.39493,9.1038342,5.726069,125.55871,.077600002,.46430001,61.917999,61.042,60.152,45.5,49.799999,41,13.8,3.9000001,2.4202359,32.707001,8.3240004,5.1454802,1.018,8082359,4.2589998,,2,.39467403,77.195007,,,,,,,,,,3.1462171,,,,,54.455002,57.044998,55.736,48.41,19.209999,32.380001,56.349998,60.650002,3.7190001
Tonga,TON,Oceania,4652.5884,,,,145.13472,23.107,.32909516,12.430555,.035844181,7.4074073,29.490971,34.095448,4.9814997,332.05203,,4.3348999,72.887001,70.906998,68.967003,10,11.2,8.8000002,5,2.5999999,1.24992,24.01,7.1020002,10.073332,1.05,104497,3.5179999,25.200001,,3.5437441,59.433079,,,,,,,2.8708959,1.9153053,1.9125578,,,,,,36.665001,54.235001,45.273998,49.759998,30.870001,19.370001,40.68,58.07,3.062
Trinidad and Tobago,TTO,South America,16320.039,,,,271.92377,53.187,.7550751,44.563354,8.3356409,30.952381,,,7.0200739,1834.9614,4.4759998,,76.223999,73.507004,70.874001,15.4,16.9,13.7,13.9,3.5999999,.36828408,12.578,8.5,16.202482,1.038,1394969,1.711,,1.1,24.325918,155.10873,,,,,,,38.567165,,,.70794773,,,,,47.202,67.405998,57.111,70.339996,26.639999,3.03,58.040001,79.260002,3.4219999
Tunisia,TUN,Africa,4208.0664,,,,75.274979,69.253998,.60777664,4.5133882,2.0756419,22.580645,79.062042,79.617989,6.9584594,789.05457,,,78.721001,76.698997,74.688004,14.5,15.8,13.1,4.6999998,1.9,1.1136695,17.089001,6.257,12.791622,1.053,11694721,2.174,,.1,10.183682,126.30528,,,,,,,4.882545,1.7467276,8.0717764,2.5645592,,,,,20.584999,59.830002,39.793999,52.75,33.459999,13.8,28.09,75.480003,15.13
Turkiye,TUR,Asia,11955.434,,,,108.40223,75.629997,.39785966,28.668789,.3826049,17.449665,,78.062271,4.3440981,1186.7393,,,80.563004,77.691002,74.723999,8.6000004,9.1999998,8,3.5999999,1.2,1.3145137,15.782,5.4429998,13.02763,1.05,83429608,2.0550001,,,17.058664,96.837166,41.900002,31.6,39.799999,0,3.5,.5,2.4044223,1.1217369,3.7912543,2.7102735,32.560001,18.67,23.08,17.5,28.816,63.381001,45.676998,56.57,25.32,18.110001,38.540001,77.949997,13.67
Turkmenistan,TKM,Asia,7692.5786,,,,12.644636,52.048,1.5941799,8.7821589,17.480268,25,94.812073,,6.568625,1063.8435,,,71.717003,68.191002,64.705002,36.599998,41.700001,31.299999,8.8000002,2.7,1.5465759,23.066,7.04,7.1035924,1.046,5942094,2.74,47.299999,,.13463278,157.80646,,,,,,,,,,,,,,,36.426998,53.112,44.535,39.490002,39.830002,20.68,47.490002,75.410004,4.2680001
Turks and Caicos Islands,TCA,North America,28693.061,,,,40.204212,93.360001,,11.073684,.0023441073,,,,,,,,,,,,,,,,1.3894056,,,,,38194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,TUV,Oceania,3933.156,,,,388.5,63.215,.21814564,33.333332,0,6.25,,,23.961813,1071.2986,,,,,,19.299999,21.5,17,,,1.2953548,,,,,11655,,,,,77.279755,,,,,,,0,,,,,,,,,,,,,,,,
Uganda,UGA,Africa,894.52039,,,,220.77393,24.361,.14797963,11.864902,7.3863301,34.858387,15.717837,,3.8252242,92.378738,,,65.622002,63.368,61,33,36.400002,29.5,7.5999999,1.7,3.5419321,37.376999,6.381,3.8080099,1.03,44269588,4.8239999,,5.5,.073120162,57.365566,42.700001,34.5,,13.7,56.400002,32.200001,10.65743,,,1.769798,,,,,64.856003,71.879997,68.242996,21.360001,6.5100002,72.129997,68.150002,73.900002,1.925
Ukraine,UKR,Europe,2425.6345,,,,76.607185,69.473,1.7139783,16.713842,1.8308789,20.518867,88.956863,71.977341,7.0986018,907.15967,,,76.980003,71.827316,66.919998,7.1999998,7.9000001,6.4000001,39.200001,6.5,-.53099418,8.1000004,14.7,24.801304,1.062,44386204,1.228,,.89999998,16.159132,130.62944,26.6,22.299999,,0,1.3,.1,,,,3.5224853,,,,,45.395,59.316002,51.707001,61.220001,24.959999,13.82,60.830002,72.860001,8.1899996
United Arab Emirates,ARE,Asia,40438.324,47.75185,45.893902,46.631458,137.5743,86.789001,.47800109,4.4677558,16.86578,50,,99.147697,4.2750492,2996.3633,,,79.314003,77.972,77.291,5.8000002,6.4000001,5.1999998,8,3,1.4386771,10.223,1.521,1.3747039,1.045,9770526,1.387,,,31.174944,200.63208,,,,,,,.65503126,.6991331,.63545489,,3.9400001,2.23,2.6400001,,46.041,89.345001,77.415001,64.389999,34.220001,1.39,52.900002,94.059998,2.23
United Kingdom,GBR,Europe,47750.879,,,,276.26309,83.652,.10932814,13.152565,.57976156,32,99.822479,98.081535,10.154027,5087.3813,5.8232999,10.2922,83.099998,81.20488,79.400002,3.7,4,3.3,11.8,4,.56413114,10.7,9,29.012493,1.051,66836328,1.63,,,39.79253,118.23456,,,,,,,,,,2.0130045,56.23,27.559999,41.110001,34.900002,56.396,65.496002,60.855999,80.830002,18.120001,1.05,73.620003,82.419998,3.74
United States,USA,North America,60687.23,,,,35.893177,82.459,.24178745,33.866928,.57477301,23.433874,97.14624,98.275223,16.767063,10921.013,,,81.400002,78.787804,76.300003,5.5,6,5,25,7.5,.45538127,11.4,8.6999998,24.845705,1.0470001,328329952,1.706,,.40000001,34.725368,108.09265,41.5,30.799999,,.80000001,1.1,.89999998,5.0655661,2.1577966,8.0342731,3.4270802,31.370001,18.92,24.77,40.799999,54.553001,65.487999,59.923,78.739998,19.91,1.36,67.870003,78.309998,3.6700001
Uruguay,URY,South America,16036.297,14.22666,9.1310301,11.84128,19.77906,95.426003,.11690883,11.484402,1.7079716,19.191919,,,9.3478317,2309.8428,,7.2172999,81.477997,77.911003,74.119003,5.8000002,6.4000001,5.0999999,34.5,8.8999996,.36003402,13.74,9.4729996,23.12863,1.05,3461731,1.9630001,,.5,29.245749,130.75314,39.700001,29.700001,,0,1.1,.1,11.352702,2.6818011,20.635342,2.059819,,,,36.5,49.945,66.316002,57.734001,72.760002,18.83,8.4099998,68.139999,82.550003,8.8800001
Uzbekistan,UZB,Asia,3161.4153,13.31259,19.65682,16.4321,76.222832,50.432999,1.0993634,8.3163738,13.164533,16,58.83942,,5.6176043,418.01346,,,73.829002,71.724998,69.592003,13.3,15.1,11.4,11.3,4.8000002,1.8764702,24.299999,4.5999999,6.8990035,1.062,33580352,2.7850001,,.2,13.938829,101.20759,,,,,,,1.2006652,.83476496,1.568378,,,,,,44.036999,67.968002,55.830002,51.27,23.02,25.709999,52.049999,78.5,5.8499999
Vanuatu,VUT,Oceania,2881.749,,,,24.600657,25.393999,.24300362,36.28384,.54214758,0,,,3.3603468,110.6409,,1.4205,72.153999,70.473999,68.985001,21.6,23.299999,19.799999,28.1,7.5999999,2.4326286,29.174999,5.197,6.2699475,1.063,299882,3.744,,,2.630368,88.441124,32.299999,24.700001,,2.3,32.5,10.6,.66692901,.67638862,.65773028,,34.23,41.48,38.209999,22.6,59.419998,76.685997,68.058998,29.139999,14.08,56.779999,61.669998,79.459999,1.801
"Venezuela, RB",VEN,South America,,,,,32.329041,88.239998,,52.45961,,22.155689,,22.853893,5.3670835,384.50449,,,76.003998,72.064003,68.327003,21.1,22.9,19.200001,3.5,.69999999,-1.2936381,17.566,7.118,11.711958,1.05,28515828,2.25,,.5,8.9809561,64.792915,,,,,,,,,,,,,,,33.997002,67.07,50.064999,76.809998,15.34,7.8600001,46.400002,79.209999,5.0960002
Vietnam,VNM,Asia,3250.5674,9.50352,11.03905,10.2479,307.76382,36.627998,1.0731395,46.476841,3.3933606,26.720648,,,5.2496557,558.87299,,,79.523003,75.400002,71.301003,16.9,19.1,14.5,10.4,4.6999998,.95428902,16.454,6.3800001,10.910588,1.113,96462112,2.05,66.5,.30000001,15.34528,141.22687,,,,,,,,,,,27.26,20.139999,23.530001,,68.919998,79.125999,73.929001,35.34,27.440001,37.220001,79.629997,86.519997,2.04
Virgin Islands (U.S.),VIR,North America,36273.094,,,,304.76859,95.832001,,56.457142,.21918254,,97.935997,,,,,,83.099998,79.668289,76.400002,,,,,,-.31075984,12.3,8.1999998,32.780827,1.0599999,106669,2.05,,,,76.497925,,,,,,,,,,,,,,,36.298,53.321999,44.254002,79.339996,18.74,1.9299999,67.360001,76.900002,12.468
West Bank and Gaza,PSE,Asia,3378.4346,,,,778.29004,76.440002,,1.6843854,0,,79.374245,65.144577,,,,,75.754997,74.053001,72.416,14.6,15.8,13.4,,,2.5117824,28.716999,3.4549999,5.4547582,1.05,4685306,3.5599999,,,7.3248391,86.325386,,,,,,,.70261061,.28512403,1.1083183,,45.720001,21.15,25.040001,21.700001,10.638,55.049999,33.051998,63.59,30.370001,6.0500002,19.15,72.809998,25.34
"Yemen, Rep.",YEM,Asia,1279.209,,,,55.234051,37.272999,.29755372,1.0398318,,.33222592,,18.568462,,,,,67.825996,66.125,64.443001,46.400002,50.400002,42.200001,7,4.5999999,2.3005941,29.872999,5.9829998,5.0145426,1.05,29161922,3.7,,.1,1.3099273,52.253071,,,,,,,,,,,,,,,4.6020002,59.979,32.283001,62.25,10.2,27.549999,6.29,72.209999,13.056
Zambia,ZMB,Africa,1348.7384,,,,24.026464,44.071999,.28227642,60.536514,11.555828,17.964071,,,5.3122029,192.51556,,,66.890999,63.886002,60.848,42.900002,46.599998,38.900002,12,2.7,2.8930178,35.776001,6.3210001,3.9596183,1.031,17861034,4.559,,11.6,.49768126,96.414413,,,,,,,,,,1.2193745,19,16.690001,17.76,30,60.756001,69.063004,64.806,39.830002,10.53,49.639999,71.290001,79.110001,12.52
Zimbabwe,ZWE,Africa,1414.8291,,,,37.858273,32.209999,.56754452,45.213001,5.3278952,31.851852,29.673569,25.963543,7.7035651,208.41232,,,62.898998,61.490002,59.798,38.099998,42.099998,33.799999,20,8.8000002,1.4211419,29.747,7.7729998,5.4329901,1.021,14645473,3.5309999,,12.5,1.3958175,90.102287,50.299999,,,13.5,51.799999,29.9,,,,.69860095,24.48,23.75,24.120001,28.1,76.123001,85.431999,80.391998,27.24,6.5700002,66.190002,79.110001,89.599998,4.8330002
